transaction_id,customer_id,product_id,store_id,quantity,date,selling_price,revenue
11612,2961,454,67,4,23-07-2023,300,1200
11613,1634,332,49,3,02-04-2024,326,978
11614,862,257,52,2,21-04-2025,395,790
11615,4702,74,55,3,16-07-2024,430,1290
11616,1014,66,82,3,18-02-2024,331,993
11617,3300,301,98,3,18-09-2024,261,783
11618,1507,425,93,2,18-08-2023,515,1030
11619,3206,200,12,3,02-10-2024,596,1788
11620,4804,281,63,4,14-05-2024,494,1976
11621,978,158,23,2,24-10-2023,216,432
11622,3462,475,16,4,02-01-2024,387,1548
11623,1818,428,19,1,21-01-2024,411,411
11624,3685,461,13,3,06-11-2023,271,813
11625,4059,416,77,2,16-07-2024,177,354
11626,2635,134,49,4,20-01-2025,295,1180
11627,4902,371,11,4,25-03-2025,491,1964
11628,4816,315,3,4,09-10-2023,313,1252
11629,3667,468,42,4,30-09-2024,152,608
11630,949,398,16,3,01-08-2024,440,1320
11631,474,407,32,2,14-06-2024,94,188
11632,568,77,64,4,26-05-2024,201,804
11633,3433,126,31,1,28-01-2024,164,164
11634,4024,344,81,4,29-05-2024,244,976
11635,2259,382,29,1,19-02-2024,228,228
11636,3145,48,30,4,07-03-2024,323,1292
11637,4311,188,100,2,26-02-2025,527,1054
11638,4996,303,23,4,04-11-2023,397,1588
11639,1983,138,95,2,08-04-2024,504,1008
11640,1097,46,20,2,15-02-2024,477,954
11641,3571,489,20,3,26-10-2024,253,759
11642,3391,330,65,4,17-08-2023,271,1084
11643,2673,8,16,1,03-02-2025,117,117
11644,3647,338,25,2,02-03-2025,427,854
11645,2420,178,96,1,10-12-2024,400,400
11646,4280,76,37,4,08-08-2024,550,2200
11647,3349,149,53,1,17-03-2025,278,278
11648,674,370,34,3,11-04-2025,367,1101
11649,2803,241,73,3,20-04-2024,347,1041
11650,2370,410,32,2,17-12-2024,447,894
11651,4531,395,14,1,11-04-2025,462,462
11652,1067,11,4,2,14-06-2025,501,1002
11653,688,180,62,4,03-07-2024,399,1596
11654,4984,158,20,4,27-02-2025,216,864
11655,69,174,18,1,07-11-2023,412,412
11656,2104,129,99,1,09-04-2024,393,393
11657,420,180,21,4,30-09-2024,399,1596
11658,3999,15,46,1,03-01-2025,510,510
11659,2598,28,99,2,17-11-2023,414,828
11660,4339,191,86,3,04-04-2025,405,1215
11661,2125,244,50,3,07-05-2025,586,1758
11662,3893,486,32,1,15-03-2025,198,198
11663,440,58,4,4,10-07-2023,212,848
11664,1287,453,37,4,01-02-2024,475,1900
11665,1209,173,26,2,24-10-2023,434,868
11666,1079,425,80,2,28-12-2023,515,1030
11667,2564,234,35,3,08-05-2024,449,1347
11668,3624,328,16,4,23-01-2024,281,1124
11669,1254,294,17,1,13-03-2024,532,532
11670,3358,493,9,1,18-05-2025,355,355
11671,3210,251,79,2,25-03-2024,304,608
11672,3550,470,53,3,12-10-2024,300,900
11673,615,38,64,2,20-11-2024,406,812
11674,3079,436,28,1,02-07-2025,488,488
11675,2724,46,86,4,30-08-2023,477,1908
11676,3491,309,30,1,08-02-2025,399,399
11677,3544,30,74,3,08-01-2025,344,1032
11678,4516,388,58,1,03-05-2025,268,268
11679,1901,130,20,1,09-10-2023,414,414
11680,4372,319,66,1,27-04-2024,586,586
11681,1713,85,6,4,26-07-2024,286,1144
11682,2330,445,56,2,02-02-2025,183,366
11683,3620,125,55,2,09-06-2025,307,614
11684,1195,417,100,3,25-04-2024,469,1407
11685,4907,462,41,1,25-03-2024,500,500
11686,1379,121,3,2,27-09-2023,410,820
11687,1313,464,100,4,04-04-2025,287,1148
11688,2916,314,94,3,21-09-2023,235,705
11689,750,348,93,3,24-07-2023,163,489
11690,301,238,60,2,18-01-2025,516,1032
11691,4696,425,43,4,05-03-2025,515,2060
11692,3983,265,35,4,15-06-2024,584,2336
11693,4625,98,63,1,18-11-2024,437,437
11694,3838,203,72,1,29-03-2025,248,248
11695,278,147,34,4,31-08-2024,94,376
11696,4759,93,69,2,10-10-2024,142,284
11697,2559,376,34,2,24-08-2023,351,702
11698,3918,114,54,2,21-08-2023,340,680
11699,2162,44,73,4,07-11-2023,372,1488
11700,4676,230,81,4,16-11-2023,261,1044
11701,1390,73,65,1,05-09-2023,258,258
11702,691,263,37,1,14-12-2024,429,429
11703,4733,287,61,4,16-07-2023,266,1064
11704,3469,323,92,1,03-04-2024,423,423
11705,1849,136,27,3,15-11-2023,184,552
11706,4919,73,89,2,27-05-2025,258,516
11707,4971,309,87,2,03-10-2023,399,798
11708,3817,271,70,4,13-09-2024,287,1148
11709,940,8,88,2,30-03-2025,117,234
11710,3183,248,11,2,21-06-2025,234,468
11711,3310,209,59,1,23-01-2025,244,244
11712,2051,242,35,4,25-09-2023,552,2208
11713,1747,224,17,2,10-03-2024,482,964
11714,2452,380,14,2,08-01-2025,607,1214
11715,25,87,22,1,01-05-2024,610,610
11716,2557,449,26,1,19-12-2023,282,282
11717,61,46,100,3,24-08-2023,477,1431
11718,123,100,92,1,20-08-2023,295,295
11719,2103,263,98,4,04-07-2023,429,1716
11720,1187,334,63,2,01-10-2024,448,896
11721,1731,10,50,3,21-12-2023,503,1509
11722,4642,85,51,4,20-04-2024,286,1144
11723,4090,98,98,3,16-11-2024,437,1311
11724,2473,163,46,1,31-01-2024,126,126
11725,2966,104,74,4,13-04-2024,581,2324
11726,2278,48,77,1,10-08-2024,323,323
11727,4088,447,99,2,18-12-2023,288,576
11728,2965,189,60,4,27-04-2025,600,2400
11729,1311,97,21,1,08-03-2025,632,632
11730,155,204,21,4,15-06-2024,426,1704
11731,2213,397,48,1,31-03-2025,341,341
11732,3254,95,3,2,27-11-2023,554,1108
11733,1263,309,37,4,12-08-2024,399,1596
11734,1363,207,7,1,28-06-2025,511,511
11735,938,355,63,2,14-09-2023,389,778
11736,512,265,10,2,07-12-2024,584,1168
11737,187,70,90,4,19-09-2023,282,1128
11738,1846,485,26,4,06-07-2023,450,1800
11739,1703,195,61,1,14-12-2023,477,477
11740,391,500,9,2,19-07-2023,460,920
11741,655,236,24,4,26-09-2024,325,1300
11742,4272,360,43,3,18-05-2024,366,1098
11743,2822,398,70,2,24-10-2023,440,880
11744,764,241,15,4,28-10-2023,347,1388
11745,3401,14,42,4,23-04-2024,518,2072
11746,4807,471,70,1,19-03-2024,472,472
11747,3268,177,59,2,27-08-2023,212,424
11748,1086,449,28,3,09-10-2024,282,846
11749,1930,356,8,2,26-12-2024,338,676
11750,4377,242,1,3,23-01-2025,552,1656
11751,1964,225,63,3,14-01-2024,367,1101
11752,1786,216,55,2,17-09-2023,186,372
11753,2275,90,52,1,01-10-2023,308,308
11754,2687,138,83,1,27-09-2024,504,504
11755,2969,39,74,3,16-07-2023,436,1308
11756,4573,441,37,2,12-09-2023,276,552
11757,716,18,71,1,16-01-2024,454,454
11758,243,378,32,4,26-02-2025,438,1752
11759,3916,330,37,4,03-09-2024,271,1084
11760,1524,70,60,2,20-01-2024,282,564
11761,838,483,11,4,16-07-2023,346,1384
11762,3324,325,77,4,09-09-2023,295,1180
11763,2954,457,96,4,18-02-2025,333,1332
11764,1346,195,20,4,29-11-2024,477,1908
11765,2424,185,25,2,14-04-2025,298,596
11766,2029,47,69,4,23-10-2023,420,1680
11767,1433,176,28,4,13-11-2024,384,1536
11768,240,445,71,1,03-12-2024,183,183
11769,139,392,87,2,23-11-2023,470,940
11770,3194,458,22,2,09-12-2023,354,708
11771,420,363,4,3,23-10-2023,479,1437
11772,304,281,87,3,07-08-2024,494,1482
11773,2163,370,35,1,30-06-2025,367,367
11774,2027,356,19,3,13-01-2024,338,1014
11775,4103,323,16,3,28-06-2025,423,1269
11776,2227,488,69,3,16-07-2024,289,867
11777,1169,475,42,2,11-08-2023,387,774
11778,416,343,9,4,27-11-2023,271,1084
11779,2714,108,33,3,05-09-2024,575,1725
11780,150,223,19,2,05-06-2025,315,630
11781,2445,98,92,2,22-01-2024,437,874
11782,839,117,38,1,28-12-2024,358,358
11783,1697,324,34,4,03-05-2024,191,764
11784,4340,460,83,1,04-02-2025,312,312
11785,1911,497,72,3,26-02-2025,520,1560
11786,1422,379,29,4,24-12-2023,376,1504
11787,4975,303,70,4,30-07-2023,397,1588
11788,3002,485,70,2,24-07-2023,450,900
11789,1321,117,76,3,27-08-2023,358,1074
11790,4036,432,74,4,02-01-2024,400,1600
11791,1524,53,1,3,02-09-2024,440,1320
11792,3879,275,75,2,09-12-2024,381,762
11793,553,445,1,4,29-08-2024,183,732
11794,3757,209,96,3,28-03-2025,244,732
11795,3672,26,54,2,02-09-2023,506,1012
11796,482,215,80,2,15-09-2024,170,340
11797,600,345,99,1,09-03-2025,513,513
11798,1165,42,67,3,15-04-2024,401,1203
11799,4679,134,33,2,28-06-2024,295,590
11800,4233,251,84,4,15-09-2023,304,1216
11801,1004,212,16,3,22-03-2024,231,693
11802,1983,60,80,4,27-12-2024,440,1760
11803,1635,453,90,1,11-03-2024,475,475
11804,2998,477,58,1,13-04-2024,492,492
11805,687,163,59,2,26-09-2024,126,252
11806,3415,100,61,4,24-06-2025,295,1180
11807,1760,490,55,2,07-09-2023,178,356
11808,4938,291,29,4,18-10-2023,261,1044
11809,2481,396,49,1,07-08-2023,469,469
11810,1338,346,42,4,14-01-2024,527,2108
11811,115,125,51,3,03-02-2024,307,921
11812,3958,495,48,4,08-05-2024,490,1960
11813,569,215,25,3,06-09-2024,170,510
11814,1554,429,74,2,28-08-2024,217,434
11815,2690,452,41,1,06-08-2023,603,603
11816,4591,250,52,2,19-10-2023,209,418
11817,3341,246,38,2,15-09-2023,581,1162
11818,2989,392,61,1,20-05-2025,470,470
11819,3152,283,5,1,27-11-2024,393,393
11820,3528,284,7,1,17-01-2024,484,484
11821,3016,392,71,4,26-01-2025,470,1880
11822,822,428,79,1,20-02-2024,411,411
11823,3575,438,77,4,27-10-2023,528,2112
11824,3788,270,38,2,03-08-2024,145,290
11825,1609,425,10,3,26-03-2024,515,1545
11826,560,454,78,1,23-06-2025,300,300
11827,4064,361,64,1,15-07-2023,266,266
11828,4436,406,11,3,18-02-2025,320,960
11829,612,409,5,4,27-06-2024,419,1676
11830,2164,328,29,4,12-06-2024,281,1124
11831,1882,231,54,2,17-09-2024,511,1022
11832,4170,232,79,2,03-08-2024,254,508
11833,3864,223,8,2,20-01-2024,315,630
11834,3709,132,10,1,23-05-2025,349,349
11835,1710,375,13,4,02-09-2023,205,820
11836,1762,466,73,1,28-03-2024,367,367
11837,1693,291,46,1,29-11-2023,261,261
11838,1246,371,17,2,19-05-2025,491,982
11839,126,373,99,3,17-11-2023,418,1254
11840,4753,228,15,3,09-10-2024,326,978
11841,1200,465,66,4,21-07-2024,163,652
11842,2712,363,57,2,17-10-2024,479,958
11843,3447,119,78,2,01-06-2025,182,364
11844,991,122,71,1,01-02-2025,198,198
11845,3066,354,1,1,02-05-2024,203,203
11846,4955,488,27,2,09-06-2024,289,578
11847,1522,404,11,1,15-01-2025,439,439
11848,4729,432,19,4,21-04-2025,400,1600
11849,2499,478,88,4,06-04-2024,527,2108
11850,2566,74,29,3,21-09-2024,430,1290
11851,4791,373,71,3,16-02-2024,418,1254
11852,2598,228,23,1,17-05-2024,326,326
11853,116,180,13,3,21-04-2025,399,1197
11854,1032,294,100,1,02-10-2024,532,532
11855,1242,367,98,4,14-09-2023,214,856
11856,1743,304,3,2,29-02-2024,629,1258
11857,3639,245,65,4,18-09-2023,514,2056
11858,4400,301,67,3,07-05-2024,261,783
11859,4091,96,13,2,17-02-2025,498,996
11860,1976,374,53,1,02-05-2025,379,379
11861,4184,338,47,2,22-10-2024,427,854
11862,4404,368,26,1,01-02-2025,162,162
11863,4898,289,82,4,20-12-2023,485,1940
11864,164,59,52,1,15-03-2025,483,483
11865,3311,15,93,1,15-12-2024,510,510
11866,3389,236,98,2,25-03-2025,325,650
11867,996,428,77,3,24-09-2023,411,1233
11868,1878,35,71,1,21-09-2023,531,531
11869,1824,58,3,4,20-08-2023,212,848
11870,4907,280,42,3,02-08-2024,502,1506
11871,2296,159,91,2,26-01-2024,194,388
11872,3265,251,23,1,18-03-2025,304,304
11873,1349,32,60,3,27-08-2024,417,1251
11874,1804,161,46,3,16-11-2023,350,1050
11875,2252,104,22,1,31-01-2024,581,581
11876,2901,498,1,1,11-07-2023,281,281
11877,1594,108,62,3,24-09-2024,575,1725
11878,433,123,11,3,30-09-2024,184,552
11879,3818,491,55,1,21-01-2025,340,340
11880,4918,362,68,2,23-06-2025,295,590
11881,1071,228,60,4,11-02-2025,326,1304
11882,4601,395,75,1,12-09-2023,462,462
11883,115,96,56,3,23-06-2025,498,1494
11884,1440,253,62,2,11-06-2025,450,900
11885,1791,251,17,1,19-08-2024,304,304
11886,995,47,64,1,12-11-2024,420,420
11887,4319,451,18,1,08-12-2024,368,368
11888,4732,497,53,3,12-08-2023,520,1560
11889,4768,8,90,4,18-01-2024,117,468
11890,958,161,4,1,17-07-2023,350,350
11891,96,231,82,3,27-09-2024,511,1533
11892,2155,339,47,2,08-11-2024,594,1188
11893,632,227,63,4,10-11-2023,528,2112
11894,3685,297,51,2,05-12-2023,108,216
11895,1702,493,11,4,01-06-2024,355,1420
11896,698,264,100,3,04-05-2024,326,978
11897,32,124,10,4,07-04-2024,435,1740
11898,4875,26,9,4,07-05-2024,506,2024
11899,549,403,31,3,11-01-2024,577,1731
11900,2249,364,91,1,18-09-2024,232,232
11901,1894,443,7,1,26-12-2023,413,413
11902,2835,137,83,3,18-10-2024,179,537
11903,1704,358,44,2,10-09-2024,476,952
11904,1157,355,32,1,11-03-2024,389,389
11905,344,7,50,3,10-12-2023,598,1794
11906,4073,452,17,2,04-10-2023,603,1206
11907,3463,262,98,2,08-07-2023,304,608
11908,2249,98,31,2,12-08-2024,437,874
11909,945,317,31,1,22-06-2024,532,532
11910,3881,243,83,1,24-09-2023,341,341
11911,2051,16,62,2,27-10-2023,161,322
11912,3286,202,4,4,18-07-2024,150,600
11913,2856,420,57,3,29-04-2025,234,702
11914,1331,14,94,1,15-10-2023,518,518
11915,2004,121,98,4,29-01-2024,410,1640
11916,3616,391,11,2,07-05-2024,209,418
11917,1788,322,21,3,08-03-2024,537,1611
11918,2247,287,22,3,01-07-2024,266,798
11919,3673,29,28,2,30-09-2023,433,866
11920,2156,443,31,4,19-06-2024,413,1652
11921,3480,337,58,1,03-11-2024,171,171
11922,3021,464,56,3,07-02-2024,287,861
11923,52,199,33,1,23-05-2024,385,385
11924,2160,242,48,4,22-06-2025,552,2208
11925,4391,79,20,2,27-11-2024,170,340
11926,3652,412,2,4,24-11-2023,230,920
11927,3916,316,59,3,24-06-2025,354,1062
11928,2113,238,67,1,25-08-2023,516,516
11929,2622,6,93,3,07-05-2025,234,702
11930,4561,237,74,3,27-03-2025,285,855
11931,4730,134,78,1,26-10-2024,295,295
11932,1355,283,57,2,22-07-2023,393,786
11933,3755,181,72,3,24-04-2025,398,1194
11934,210,98,63,3,20-07-2024,437,1311
11935,238,78,66,1,31-08-2023,214,214
11936,336,489,14,1,11-02-2025,253,253
11937,3839,17,74,4,24-12-2023,230,920
11938,1577,330,26,2,18-05-2025,271,542
11939,500,369,63,1,16-01-2024,544,544
11940,1565,318,27,3,16-03-2025,269,807
11941,791,322,85,1,22-11-2024,537,537
11942,3541,206,30,2,04-07-2024,446,892
11943,3123,56,78,1,09-10-2023,512,512
11944,1136,277,5,1,27-09-2023,201,201
11945,3945,355,15,3,19-03-2024,389,1167
11946,2349,348,56,4,04-12-2024,163,652
11947,4325,244,62,4,28-04-2024,586,2344
11948,150,447,58,2,08-02-2025,288,576
11949,3207,36,56,3,27-06-2024,551,1653
11950,3529,169,12,3,14-12-2024,316,948
11951,1625,173,11,3,20-09-2024,434,1302
11952,2575,255,13,2,26-09-2023,238,476
11953,4429,437,76,2,03-11-2023,516,1032
11954,4270,448,19,3,25-06-2025,493,1479
11955,3285,340,99,1,26-10-2023,404,404
11956,2109,135,52,1,02-09-2023,349,349
11957,3948,406,46,1,04-04-2024,320,320
11958,4915,109,59,4,20-02-2024,488,1952
11959,2264,370,95,1,25-03-2025,367,367
11960,1613,220,28,4,08-11-2024,118,472
11961,3816,404,71,1,09-06-2025,439,439
11962,4720,32,16,4,24-11-2023,417,1668
11963,578,403,2,4,28-05-2025,577,2308
11964,423,284,32,3,14-07-2023,484,1452
11965,2764,217,6,1,27-08-2023,416,416
11966,1230,342,87,1,24-09-2023,263,263
11967,3177,322,94,4,31-05-2025,537,2148
11968,754,213,14,4,12-08-2023,449,1796
11969,4843,198,57,2,16-10-2023,213,426
11970,688,481,16,2,30-03-2024,158,316
11971,723,42,61,2,28-11-2024,401,802
11972,747,494,13,3,25-08-2023,341,1023
11973,4338,310,69,4,26-05-2025,233,932
11974,2713,323,74,2,03-08-2024,423,846
11975,708,64,94,1,02-02-2024,351,351
11976,435,24,60,2,28-04-2024,501,1002
11977,4877,268,15,1,07-05-2024,138,138
11978,484,69,51,2,09-04-2024,192,384
11979,3519,470,96,4,17-12-2024,300,1200
11980,1534,340,70,2,28-04-2024,404,808
11981,170,481,20,1,29-11-2024,158,158
11982,1021,452,69,4,28-10-2023,603,2412
11983,4965,154,55,2,03-12-2023,529,1058
11984,848,16,64,4,20-12-2023,161,644
11985,696,468,8,1,26-07-2024,152,152
11986,3347,228,74,2,17-01-2025,326,652
11987,4014,147,29,4,19-03-2025,94,376
11988,32,31,80,1,15-06-2025,348,348
11989,177,364,51,2,12-11-2024,232,464
11990,2965,259,7,4,08-12-2024,342,1368
11991,2113,335,82,4,01-03-2024,516,2064
11992,3887,241,31,1,28-11-2023,347,347
11993,1503,55,93,4,15-06-2024,452,1808
11994,2316,395,2,2,09-10-2024,462,924
11995,2645,272,84,2,08-10-2024,523,1046
11996,66,371,71,3,10-09-2023,491,1473
11997,4229,431,26,4,10-02-2024,251,1004
11998,1929,39,55,3,15-01-2025,436,1308
11999,585,489,50,2,19-09-2023,253,506
12000,1749,107,14,3,05-05-2025,481,1443
12001,2205,119,53,4,21-02-2025,182,728
12002,3631,52,22,2,21-10-2024,630,1260
12003,1893,111,48,3,26-11-2023,408,1224
12004,2430,385,15,4,09-09-2023,292,1168
12005,3094,160,41,2,03-08-2023,415,830
12006,974,377,20,3,14-06-2025,386,1158
12007,4025,72,90,3,22-05-2024,261,783
12008,2643,19,48,3,19-04-2025,455,1365
12009,1443,187,21,1,20-11-2023,610,610
12010,4330,346,31,2,06-08-2024,527,1054
12011,1478,425,46,4,29-01-2025,515,2060
12012,771,469,33,1,22-08-2023,402,402
12013,306,116,40,3,01-08-2024,407,1221
12014,2,214,69,3,15-04-2025,136,408
12015,271,238,94,2,19-02-2024,516,1032
12016,4517,11,33,4,28-06-2024,501,2004
12017,3215,199,60,1,11-04-2025,385,385
12018,864,198,23,1,20-07-2024,213,213
12019,2740,409,21,3,01-09-2024,419,1257
12020,2915,96,39,3,19-12-2024,498,1494
12021,107,417,31,3,14-11-2024,469,1407
12022,3169,351,94,4,16-11-2023,466,1864
12023,4645,144,71,4,30-07-2023,430,1720
12024,2600,420,20,3,09-01-2024,234,702
12025,2236,17,65,1,30-09-2023,230,230
12026,2800,173,16,3,23-07-2023,434,1302
12027,1512,410,37,4,06-04-2024,447,1788
12028,19,407,24,2,08-09-2024,94,188
12029,859,228,45,2,23-03-2024,326,652
12030,1417,429,34,4,05-05-2025,217,868
12031,3033,497,84,3,17-11-2024,520,1560
12032,4506,431,83,3,22-02-2024,251,753
12033,1427,241,8,1,12-02-2024,347,347
12034,2532,184,75,4,09-10-2023,458,1832
12035,4720,267,96,1,27-10-2023,121,121
12036,4752,372,67,1,27-02-2025,338,338
12037,4864,234,58,2,12-07-2023,449,898
12038,4039,115,51,4,17-06-2025,447,1788
12039,4114,30,40,2,13-12-2023,344,688
12040,2232,281,19,2,16-06-2024,494,988
12041,2453,354,63,2,06-07-2024,203,406
12042,2847,364,90,3,12-10-2024,232,696
12043,3203,149,52,2,26-08-2023,278,556
12044,1817,130,4,3,04-10-2023,414,1242
12045,1781,195,100,1,07-03-2024,477,477
12046,4104,261,89,4,27-10-2023,524,2096
12047,705,173,33,1,03-12-2023,434,434
12048,1342,322,78,3,23-08-2024,537,1611
12049,3463,223,71,3,16-01-2025,315,945
12050,3591,192,26,2,12-09-2024,378,756
12051,1160,279,16,2,17-07-2023,550,1100
12052,4627,462,51,1,08-09-2024,500,500
12053,3723,402,12,2,08-07-2024,389,778
12054,3439,459,95,1,15-10-2023,565,565
12055,3561,58,88,1,09-11-2024,212,212
12056,3083,316,8,1,13-11-2023,354,354
12057,1716,271,12,3,21-08-2024,287,861
12058,2244,85,36,4,07-09-2023,286,1144
12059,1761,453,78,3,17-10-2023,475,1425
12060,4008,323,83,4,14-04-2025,423,1692
12061,1797,466,74,1,21-05-2024,367,367
12062,2676,8,80,1,01-12-2023,117,117
12063,3237,422,75,1,12-08-2023,418,418
12064,44,410,48,1,31-01-2024,447,447
12065,489,224,33,4,16-04-2025,482,1928
12066,4277,64,8,2,08-11-2023,351,702
12067,3149,461,27,4,25-01-2024,271,1084
12068,4724,448,30,1,09-09-2023,493,493
12069,957,245,12,3,22-05-2024,514,1542
12070,2115,115,92,2,30-10-2023,447,894
12071,1116,127,13,1,05-08-2023,216,216
12072,1782,330,73,3,27-03-2024,271,813
12073,2827,129,89,2,31-03-2025,393,786
12074,651,298,25,4,21-07-2023,525,2100
12075,1877,139,44,4,07-04-2025,411,1644
12076,341,325,80,3,26-04-2025,295,885
12077,2951,385,74,2,28-07-2024,292,584
12078,3376,193,89,4,18-10-2023,262,1048
12079,2446,83,6,1,19-02-2025,421,421
12080,2751,434,40,1,26-08-2024,234,234
12081,2145,325,59,2,10-04-2024,295,590
12082,1355,204,31,2,23-05-2024,426,852
12083,3277,348,1,3,23-06-2024,163,489
12084,449,444,14,3,25-06-2025,106,318
12085,4173,421,78,2,11-03-2024,157,314
12086,4992,151,78,1,04-11-2023,233,233
12087,4645,5,47,3,04-12-2023,538,1614
12088,798,343,96,3,21-02-2024,271,813
12089,3497,216,55,3,16-11-2024,186,558
12090,4911,337,89,2,11-11-2024,171,342
12091,2183,132,16,4,02-12-2023,349,1396
12092,3327,401,52,2,10-04-2024,140,280
12093,646,123,74,4,16-02-2024,184,736
12094,720,158,53,4,11-08-2024,216,864
12095,1523,236,48,4,27-03-2025,325,1300
12096,1070,54,14,3,14-05-2024,248,744
12097,4744,372,90,1,02-05-2025,338,338
12098,4888,89,41,4,06-01-2025,171,684
12099,4675,337,96,1,18-08-2023,171,171
12100,3076,334,49,4,17-05-2025,448,1792
12101,3808,23,51,1,07-02-2024,228,228
12102,3362,280,12,4,28-09-2023,502,2008
12103,2157,273,9,4,11-10-2023,445,1780
12104,4556,443,82,2,22-03-2025,413,826
12105,2314,52,66,4,20-10-2023,630,2520
12106,3506,46,5,1,09-07-2023,477,477
12107,4140,209,66,1,12-05-2024,244,244
12108,633,118,86,3,09-11-2023,347,1041
12109,2200,334,2,3,08-10-2024,448,1344
12110,3064,187,66,3,05-02-2025,610,1830
12111,2911,79,89,3,10-04-2024,170,510
12112,623,19,21,3,25-10-2023,455,1365
12113,361,127,28,4,15-03-2024,216,864
12114,2368,325,59,3,20-04-2025,295,885
12115,210,273,45,2,06-04-2025,445,890
12116,3468,353,76,2,08-06-2025,554,1108
12117,931,103,52,3,03-11-2024,253,759
12118,4585,134,45,2,15-05-2025,295,590
12119,3944,281,30,2,19-12-2023,494,988
12120,4697,175,77,4,22-11-2023,225,900
12121,4870,245,89,4,25-01-2024,514,2056
12122,878,401,68,1,23-09-2023,140,140
12123,4796,289,15,1,05-04-2025,485,485
12124,2500,139,32,4,02-12-2024,411,1644
12125,2524,161,1,3,04-09-2023,350,1050
12126,4352,28,57,3,27-04-2025,414,1242
12127,392,106,92,2,19-04-2024,459,918
12128,3903,41,54,3,23-12-2023,282,846
12129,2322,315,22,1,05-05-2024,313,313
12130,4941,247,31,3,26-10-2023,352,1056
12131,3982,133,95,1,09-01-2025,261,261
12132,139,85,8,1,19-06-2025,286,286
12133,103,286,96,2,29-06-2024,256,512
12134,484,174,92,2,28-04-2024,412,824
12135,4320,90,77,2,12-03-2024,308,616
12136,4074,56,63,3,12-07-2023,512,1536
12137,1849,259,99,2,30-10-2023,342,684
12138,1885,113,15,4,12-08-2024,371,1484
12139,3206,469,77,3,30-07-2024,402,1206
12140,2162,12,93,3,22-10-2023,536,1608
12141,1465,135,47,4,12-12-2023,349,1396
12142,644,282,56,3,18-03-2025,421,1263
12143,3437,172,94,2,20-02-2025,198,396
12144,4554,56,64,2,18-03-2025,512,1024
12145,611,439,24,1,27-09-2024,300,300
12146,4303,231,15,4,01-08-2024,511,2044
12147,1544,13,31,1,13-07-2024,317,317
12148,3540,462,89,2,26-02-2024,500,1000
12149,1467,409,64,4,19-04-2024,419,1676
12150,917,337,40,3,07-10-2024,171,513
12151,1182,272,83,1,13-05-2024,523,523
12152,2147,220,39,4,10-06-2024,118,472
12153,2273,104,56,1,09-05-2025,581,581
12154,852,425,9,2,15-02-2025,515,1030
12155,4537,82,2,3,28-06-2025,187,561
12156,720,132,47,2,01-06-2024,349,698
12157,4681,40,74,4,03-04-2025,404,1616
12158,2015,248,60,3,15-02-2024,234,702
12159,3473,51,14,1,07-04-2025,142,142
12160,3643,465,64,4,13-10-2023,163,652
12161,3871,183,47,1,03-03-2025,325,325
12162,64,161,2,1,22-12-2024,350,350
12163,4864,126,99,2,07-04-2024,164,328
12164,560,295,49,3,21-07-2023,232,696
12165,1734,152,11,2,07-09-2024,478,956
12166,670,339,22,4,03-07-2024,594,2376
12167,3895,319,9,2,05-08-2023,586,1172
12168,1543,234,49,3,21-11-2023,449,1347
12169,1272,252,45,2,29-09-2024,110,220
12170,2416,316,42,3,18-05-2025,354,1062
12171,2792,366,44,1,16-08-2024,403,403
12172,4714,128,64,4,07-06-2024,349,1396
12173,3055,354,62,1,14-01-2025,203,203
12174,2459,478,70,3,11-09-2023,527,1581
12175,3066,52,77,3,27-02-2025,630,1890
12176,1164,49,97,1,02-12-2023,297,297
12177,4560,479,35,1,15-10-2024,281,281
12178,2750,66,51,2,17-03-2025,331,662
12179,1949,297,5,2,16-02-2024,108,216
12180,60,143,56,2,08-03-2024,554,1108
12181,3103,57,99,3,27-11-2023,175,525
12182,333,110,38,1,26-03-2024,357,357
12183,4172,305,36,3,19-06-2025,411,1233
12184,190,187,8,3,08-07-2023,610,1830
12185,3561,458,84,2,08-07-2024,354,708
12186,296,262,18,4,27-08-2023,304,1216
12187,2549,481,74,2,30-12-2024,158,316
12188,177,192,50,3,15-01-2025,378,1134
12189,800,407,92,3,13-01-2025,94,282
12190,806,426,60,1,15-10-2023,399,399
12191,1743,69,66,2,06-01-2024,192,384
12192,215,168,25,4,12-03-2025,507,2028
12193,1880,287,65,3,20-02-2025,266,798
12194,2701,398,50,2,02-01-2025,440,880
12195,597,198,91,1,10-05-2024,213,213
12196,1718,97,71,3,14-01-2025,632,1896
12197,1356,45,98,2,09-04-2024,315,630
12198,4224,96,59,4,01-07-2024,498,1992
12199,1293,12,42,2,29-03-2024,536,1072
12200,2599,167,74,1,18-05-2025,280,280
12201,3438,493,100,3,02-04-2024,355,1065
12202,4715,150,35,3,12-03-2025,383,1149
12203,142,334,74,2,06-12-2023,448,896
12204,3217,291,61,2,29-06-2025,261,522
12205,2840,216,16,1,31-08-2023,186,186
12206,4341,99,84,1,16-11-2023,227,227
12207,3514,463,57,1,05-03-2025,484,484
12208,2751,269,98,4,30-07-2023,361,1444
12209,1715,168,53,1,23-10-2023,507,507
12210,1136,494,57,1,17-03-2024,341,341
12211,3722,21,10,4,27-10-2024,292,1168
12212,1910,442,73,2,21-08-2024,318,636
12213,2248,451,47,2,31-12-2023,368,736
